t,n_e,T_e,n_i,T_i,S_flux,alpha_sun,material_id,V_ground_truth
0.0,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,0.0
18.181818181818183,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
36.36363636363637,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
54.54545454545455,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
72.72727272727273,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
90.90909090909092,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
109.0909090909091,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
127.27272727272728,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
145.45454545454547,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
163.63636363636365,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
181.81818181818184,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
200.00000000000003,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
218.1818181818182,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
236.36363636363637,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
254.54545454545456,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
272.72727272727275,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
290.90909090909093,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
309.0909090909091,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
327.2727272727273,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
345.4545454545455,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
363.6363636363637,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
381.81818181818187,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
400.00000000000006,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
418.18181818181824,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
436.3636363636364,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
454.54545454545456,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
472.72727272727275,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
490.90909090909093,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
509.0909090909091,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
527.2727272727274,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
545.4545454545455,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
563.6363636363637,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
581.8181818181819,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
600.0,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
618.1818181818182,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
636.3636363636364,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
654.5454545454546,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
672.7272727272727,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
690.909090909091,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
709.0909090909091,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
727.2727272727274,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
745.4545454545455,1000000.0,1.0,1000000.0,0.5,1360.0,0.0,0,
